"path","bytes","sha256","category","action","reason"
"results/paper_ready/prediction/recovery.json","4017","97FD04326EFF563AB9A6A778E631E8BF258A18C9BBA20AB22FE528B417253A27","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/recovery.mat","361","E447F792223B42BDFFDA74F88680F470C3D2365736CCA50F9071F4F21B215F48","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/REPORT.json","813537","CA16AFFEFFA13ABA89C7BAA6C4947BDAEF86C52FD4ACE09DAF4FC4CCEBFFE193","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/rrr_audit.json","11573","D5A3C93FF64D223C4EC90DD74507E2C55618E04BB5D8C7CFB28EF395AACCEA15","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/rrr.json","617350","6AFE4F8836E547FA9D79E8D698022A6AD298FAB176D5917961884BCBE2BCF87D","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/rrr.mat","176548","AA142612BB3FED190000AF96E0B57D5FEB62489ECFFEB7982A02F172F8373C50","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/series_audit.json","1137","2B4514B99108CF5F08588ABB3A5C8FC63150FD1733580F4E26D055E7826951D9","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/statistics_audit.json","112","1CEEF414C394756FD864B96E682E000629D71C4F682C9841C0E44074B1B9C4E9","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/unit_wide.json","196","3A63305E441725EAD55FDA8DF2BE85212C0A0DAA203A0A79D3F41EBD002445F7","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/prediction/unit.json","203","BECDCBDF59E38F5415752C0BABFD7BCA3A5AC481D40A0C365B5D8A57BF516E2D","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/audit.json","637","4F6AE23BD3FB315D54594A46B8D671A419B535F5FD757AAF86BD03ABF906C853","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/baseline.json","32254","9E868FD93B284B96685196E66EE65427D89D9FB5D3723EC6D0A5DBDB3B271E67","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/baseline.mat","1476294","D9F4FC12B05BC24E5E6B8D9E7AF2D0AD7BD6798B06F7172422303C897D4985B5","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/convergence_trials.csv","2152254","7067C759BF6EE329E537AA23C6D12F3FE633250181EEDD68FA187638ACA48B84","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/movement_distributions.mat","221028","AEDEDCDC6976A51EE46D6437B90F45B91500C44538494B2E1C6D58836B9029A0","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/network_metrics.csv","15783","BB7F6277C6446CF49FC0CBFF93CE6CD1FFED9FA59A93F4C7244AFEFFD49FCDC8","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/simulation.json","201","4B741BDCC217F933BFDD7B306477D671748CC2B3955D799CC9F22335CC8DEB97","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/summary.json","100556","9D5A623B5479086648BDF99AE95DC62F826C3C6D3A53D8B6E0ADC73DB98B453E","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/summary.mat","718165","E045998E2A66CB32F01B4D62C839CBA66BCE547E00314CE16D3A8AE854BF5BAB","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/target_metrics.csv","79071","D25C8089B6F056790A33BBB17A4FC49FF10C6DA6EF3AE5E3632B1A527DBDF85F","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/stabilization_eta/unit.json","150","CEF5FB02BC64D44E714377A994730321768E9338848FD3540986D26B2B297E97","2","retain durable; review packaging","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
